Journals,Sentiment
"My picky son asked for a meatball for dinner. This is a bog deal, as he doesnt like new foods and I finally convinced him to eat one","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5855263157894737
}"
I spoke with my husband. He said he has not been feeling well. He feels like he needs to change some habits. I said I would help him with whatever he needed.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.32311698717948717
}"
I had a really good meal out today.Service was great too!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9265625
}"
We ordered pizza yesterday and I got to enjoy my favorite...the super supreme!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8782169117647058
}"
"work was extremely busy yesterday, we were slammed with jobs, so it was pretty anxiety ridden.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8639322916666666
}"
I ate a California burrito from one of my favorite Mexican restaurants. It left me feeling very full and sated.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7192887931034483
}"
I was able to go on a 2 mile walk with my dog and it made us both feel great.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9354619565217392
}"
Got a little blood pumping and felt good with light exercise as I've been exercising less and less lately.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5703125
}"
"I ate at a restaurant with a friend. However, when mt salad arrived, it had bacon and bleu cheese all over it. I failed to notice that was listed on the menu, and had to spend some time picking all of it off. I don't eat red meat or moldy cheese. After I did that, though, the salad was very good.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.2310546875
}"
I just got a bonus from my supervisor for my project. So happy because my hard work paid off!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9083806818181818
}"
"We picked out or artificial Christmas tree online yesterday. It is one of the ones we really wanted last year but, could not afford at that time. It is one of the ones with an app so that you can set the individual lights to whatever color you want. Because we ordered it online I am anxious for it's arrival. I can remember Christmas's past and picture how this tree will be bright and beautiful for years to come.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.35481039325842695
}"
"I made $25 on AmazonTurk yesterday,while my goal is $10.I was happy.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6569940476190477
}"
A few annoying patients made the day go by slowly and with moderate amounts of frustration.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.84375
}"
My partner got a call to do a job for a contractor he had worked for in the past. His day to day contractor had canceled the work for today and the new contractor needed some work done. My partner will be paid three times the amount of money working for the new contractor.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.501008064516129
}"
It was a major activity for me because I am sick at the moment,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8171875
}"
I had a very good result in my last exam,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9090909090909092
}"
I am very thankful for my health.  I try to eat healthy every day.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8033088235294118
}"
I like to take care of my health and cook all of my meals. It is something that I like to do very much. Being healthy is very important to me and I take care of my health each day.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.84375
}"
I was doing some golf and I had a pretty good day the score I had was 3 under par and that is actually one of if not my gest,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4453125
}"
I reached all of my goals at work yesterday. A good change from missing the mark for a few weeks.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7608695652173914
}"
I was able to take a great nap during the day. I usually don't get the chance but it made me feel really calm and refreshed.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.82421875
}"
My blood test panel came back fine. I don't have any issues. That's very important to me.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.118896484375
}"
I had fried chicken yesterday. It tasted wonderful. It was really crispy and satisfied my hunger right away!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8505434782608695
}"
"I ate some new, good food.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9192708333333334
}"
I talked to both my kids yesterday on the phone. It made me very happy.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8694852941176471
}"
I cooked a good meal for dinner. It was really enjoyable. It made me feel calm and collected.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9041193181818182
}"
"I also made myself breakfast after my walk which was 2 eggs, toast, and bacon. I felt good and ready for the rest of the day.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8010416666666667
}"
I was happy about school and I felt that I was going to do great things that day and make my family proud of me.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9308894230769232
}"
I feel like my relationship with God has been great,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.925
}"
I am pretty salient about my work. I take great pride in knowing that I am doing my best.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8785511363636364
}"
I really love my job.  I have a good time doing it and am very happy.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.944078947368421
}"
"I got together with a friend after work yesterday and spent some time with her.  It was good to see her again.  No matter what we do, we always have a good time doing it.  All we really did yesterday was talk about what's going on in our lives, but that was enough.  When you have a good friendship with somebody, that's all it takes.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5421875
}"
I do have so funny and annoying friends,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.365234375
}"
"I had a phone conversation with my mother yesterday, talking about Christmas gifts for my brother.  We accomplished what we wanted and decided what we're each getting him, so that's good.  It was a productive call.  Otherwise we didn't talk about much and I was relaxed during our chat.  It wasn't that eventful but I was pleased to be making progress towards getting my Christmas shopping done.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6334558823529411
}"
"I ate a delicious pizza from World Market. They were on sale the other day. It had a white sauce, but it was super good. I was impressed.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7651909722222222
}"
I hung out with my friends that I haven't seen for a few weeks. We caught up and had a good time.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5802083333333333
}"
I drove to the nearest town. It made me sad. I was thinking about my ex.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6866776315789473
}"
"I did some Christmas crafts yesterday with my boyfriend and had a nice time doing it, it was very relaxing.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8933423913043478
}"
I met with osme friends to ddicuss a party we were going to have.  it was a fun to be with them.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6898674242424242
}"
Yesterday was the day we go for a church service at a local nursing home.  Our pastor play music and the people who come sing along.  They really appreciate us being there.  It is good to worship  God with this group of people.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.623405612244898
}"
